,NSGA-II,NSPSO,MOEA/D-DE,MHACO,IHS,NS-BRKGA
0.22898,21.470588235294116,3.2352941176470593,6.176470588235294,10.0,1.7647058823529411,11.76470588235294
0.398805,31.76470588235294,6.470588235294119,10.882352941176471,18.235294117647058,2.6470588235294117,21.176470588235293
0.554396,42.35294117647059,8.235294117647058,13.823529411764707,25.882352941176475,2.941176470588235,26.764705882352942
0.837828,49.705882352941174,11.470588235294118,16.76470588235294,29.411764705882355,5.294117647058823,35.294117647058826
1.23541,58.529411764705884,17.058823529411764,18.529411764705884,33.52941176470588,7.647058823529412,48.529411764705884
1.74137,65.88235294117646,23.52941176470588,21.470588235294116,35.0,10.588235294117647,56.470588235294116
2.33821,70.88235294117648,26.47058823529412,25.0,37.05882352941177,13.23529411764706,63.23529411764706
3.20783,75.0,28.823529411764703,27.941176470588236,43.8235294117647,16.176470588235293,70.58823529411765
4.34164,76.76470588235294,32.94117647058823,33.52941176470588,50.0,19.705882352941178,76.17647058823529
5.8587,77.94117647058823,37.64705882352941,36.17647058823529,54.11764705882353,22.941176470588236,79.70588235294119
7.89244,78.23529411764706,40.294117647058826,40.588235294117645,57.35294117647059,29.705882352941178,83.82352941176471
10.5867,79.11764705882352,45.88235294117647,44.11764705882353,60.882352941176464,32.05882352941177,86.47058823529412
14.0955,81.17647058823529,51.76470588235295,50.588235294117645,62.35294117647059,33.23529411764706,88.23529411764706
18.8516,82.35294117647058,55.88235294117647,58.235294117647065,62.94117647058823,37.35294117647059,89.11764705882354
25.1951,82.6470588235294,62.35294117647059,62.64705882352941,63.52941176470588,40.588235294117645,92.94117647058823
33.6155,83.52941176470588,67.05882352941175,66.76470588235294,63.8235294117647,44.41176470588235,95.58823529411765
44.7423,84.11764705882354,70.0,70.29411764705881,64.11764705882354,47.05882352941176,96.76470588235294
59.4671,86.47058823529412,73.82352941176471,72.35294117647058,64.41176470588236,49.11764705882353,97.6470588235294
79.1663,88.23529411764706,74.41176470588235,73.82352941176471,64.70588235294117,50.588235294117645,97.6470588235294
105.273,90.29411764705883,75.58823529411765,76.17647058823529,64.70588235294117,51.470588235294116,97.6470588235294
140.11,91.17647058823529,77.3529411764706,77.64705882352942,64.70588235294117,52.05882352941177,97.6470588235294
186.18,91.17647058823529,77.94117647058823,78.23529411764706,64.70588235294117,53.8235294117647,97.6470588235294
247.313,91.17647058823529,78.52941176470588,78.82352941176471,64.70588235294117,54.11764705882353,97.6470588235294
328.476,91.47058823529412,80.0,81.47058823529412,64.70588235294117,56.1764705882353,97.6470588235294
436.248,92.3529411764706,80.58823529411765,82.05882352941177,64.70588235294117,57.94117647058824,97.94117647058823
579.299,93.23529411764706,80.88235294117648,82.94117647058825,64.70588235294117,60.588235294117645,98.23529411764706
769.245,93.82352941176471,81.76470588235294,85.0,64.70588235294117,63.8235294117647,98.52941176470588
1021.37,94.41176470588235,83.82352941176471,85.58823529411764,65.0,65.58823529411765,99.11764705882354
1356.11,94.70588235294117,84.41176470588235,85.88235294117646,65.0,67.3529411764706,99.41176470588235
1800.09,94.70588235294117,84.41176470588235,86.1764705882353,65.0,70.29411764705881,99.70588235294117
