,NSGA-II,NSPSO,MOEA/D-DE,MHACO,IHS,NS-BRKGA
0.22898,73.52941176470588,73.52941176470588,73.52941176470588,73.52941176470588,71.47058823529412,73.52941176470588
0.398805,75.58823529411765,73.52941176470588,73.52941176470588,73.52941176470588,71.47058823529412,73.52941176470588
0.554396,76.47058823529412,73.52941176470588,73.52941176470588,73.52941176470588,71.47058823529412,74.11764705882354
0.837828,76.76470588235294,73.52941176470588,73.52941176470588,73.52941176470588,71.47058823529412,76.17647058823529
1.23541,77.05882352941177,73.82352941176471,73.52941176470588,75.29411764705883,71.47058823529412,77.64705882352942
1.74137,77.64705882352942,73.82352941176471,73.52941176470588,75.58823529411765,72.05882352941177,80.0
2.33821,80.0,74.11764705882354,73.82352941176471,75.58823529411765,72.6470588235294,80.58823529411765
3.20783,83.23529411764706,74.11764705882354,73.82352941176471,76.17647058823529,73.52941176470588,82.05882352941177
4.34164,86.1764705882353,74.11764705882354,73.82352941176471,76.47058823529412,73.52941176470588,88.23529411764706
5.8587,88.23529411764706,75.58823529411765,74.70588235294117,76.47058823529412,74.41176470588235,90.58823529411765
7.89244,91.17647058823529,76.47058823529412,76.76470588235294,76.47058823529412,75.29411764705883,92.05882352941175
10.5867,92.94117647058823,76.47058823529412,77.94117647058823,76.47058823529412,75.29411764705883,94.41176470588235
14.0955,95.29411764705881,77.64705882352942,80.0,76.47058823529412,76.17647058823529,97.05882352941177
18.8516,95.29411764705881,79.41176470588235,82.94117647058825,76.47058823529412,76.47058823529412,98.82352941176471
25.1951,97.05882352941177,80.88235294117648,84.70588235294117,76.47058823529412,76.47058823529412,99.70588235294117
33.6155,99.11764705882354,82.05882352941177,87.05882352941177,76.47058823529412,76.47058823529412,100.0
44.7423,100.0,83.52941176470588,88.52941176470588,76.47058823529412,76.47058823529412,100.0
59.4671,100.0,85.0,90.29411764705883,76.47058823529412,76.47058823529412,100.0
79.1663,100.0,87.05882352941177,92.05882352941175,76.47058823529412,76.47058823529412,100.0
105.273,100.0,88.23529411764706,94.41176470588235,76.47058823529412,76.47058823529412,100.0
140.11,100.0,89.70588235294117,96.17647058823529,76.47058823529412,76.47058823529412,100.0
186.18,100.0,90.0,96.76470588235294,76.47058823529412,76.47058823529412,100.0
247.313,100.0,90.29411764705883,97.05882352941177,76.47058823529412,76.47058823529412,100.0
328.476,100.0,90.58823529411765,97.35294117647058,76.47058823529412,76.47058823529412,100.0
436.248,100.0,92.3529411764706,97.35294117647058,76.76470588235294,76.47058823529412,100.0
579.299,100.0,93.23529411764706,98.23529411764706,76.76470588235294,77.05882352941177,100.0
769.245,100.0,94.41176470588235,100.0,76.76470588235294,77.94117647058823,100.0
1021.37,100.0,97.35294117647058,100.0,76.76470588235294,77.94117647058823,100.0
1356.11,100.0,99.41176470588235,100.0,76.76470588235294,79.70588235294119,100.0
1800.09,100.0,100.0,100.0,77.05882352941177,80.29411764705883,100.0
