,NSGA-II,NSPSO,MOEA/D-DE,MHACO,IHS,NS-BRKGA
1.12552,0.6555555555555556,0.5133333333333333,0.5155555555555555,0.5288888888888889,0.4577777777777778,0.6644444444444444
1.94603,0.7533333333333333,0.5555555555555556,0.5355555555555556,0.56,0.4711111111111111,0.7577777777777778
2.78496,0.8066666666666666,0.5755555555555556,0.5577777777777778,0.5977777777777777,0.48,0.8
3.6053,0.8533333333333334,0.6044444444444445,0.58,0.6066666666666667,0.4866666666666667,0.8288888888888889
5.01518,0.8866666666666667,0.6311111111111111,0.6088888888888889,0.62,0.49777777777777776,0.88
6.33051,0.9177777777777778,0.6422222222222222,0.6377777777777778,0.62,0.49777777777777776,0.9066666666666666
8.12642,0.9288888888888889,0.6622222222222223,0.6666666666666666,0.6244444444444445,0.5066666666666667,0.94
10.0077,0.9444444444444444,0.6755555555555556,0.6733333333333333,0.6244444444444445,0.5133333333333333,0.9644444444444444
12.5075,0.9511111111111111,0.6955555555555556,0.6888888888888889,0.6311111111111111,0.52,0.98
15.6524,0.9555555555555556,0.7288888888888889,0.7066666666666667,0.6333333333333333,0.5222222222222223,0.9866666666666667
19.4001,0.96,0.7488888888888889,0.7311111111111112,0.6377777777777778,0.5333333333333333,0.9866666666666667
24.1922,0.9666666666666667,0.7777777777777778,0.7533333333333333,0.6422222222222222,0.5377777777777778,0.9866666666666667
29.7522,0.9733333333333334,0.7888888888888889,0.7822222222222223,0.6555555555555556,0.5466666666666666,0.9888888888888889
36.8437,0.9844444444444445,0.8111111111111111,0.7866666666666666,0.6577777777777778,0.5577777777777778,0.9911111111111112
45.3699,0.9977777777777778,0.8244444444444444,0.8022222222222222,0.6577777777777778,0.5755555555555556,0.9955555555555555
55.9782,0.9977777777777778,0.8488888888888889,0.8066666666666666,0.6577777777777778,0.5888888888888889,0.9955555555555555
68.9187,1.0,0.8577777777777778,0.8133333333333334,0.66,0.5977777777777777,0.9955555555555555
84.2412,1.0,0.8822222222222222,0.8266666666666667,0.6666666666666666,0.6066666666666667,0.9977777777777778
102.872,1.0,0.8933333333333333,0.8288888888888889,0.6711111111111111,0.6222222222222222,1.0
125.899,1.0,0.9088888888888889,0.8377777777777777,0.6777777777777778,0.64,1.0
153.708,1.0,0.9088888888888889,0.8466666666666667,0.68,0.6466666666666666,1.0
187.56,1.0,0.9222222222222223,0.8622222222222222,0.6866666666666666,0.6555555555555556,1.0
228.42,1.0,0.9266666666666666,0.8688888888888889,0.6933333333333334,0.6644444444444444,1.0
278.563,1.0,0.9311111111111111,0.8844444444444445,0.7,0.68,1.0
339.691,1.0,0.94,0.8955555555555555,0.7022222222222222,0.6844444444444444,1.0
413.356,1.0,0.9488888888888889,0.9133333333333333,0.7022222222222222,0.7,1.0
502.349,1.0,0.9555555555555556,0.9244444444444444,0.7088888888888889,0.7022222222222222,1.0
610.375,1.0,0.9555555555555556,0.9244444444444444,0.7111111111111111,0.7066666666666667,1.0
742.062,1.0,0.9644444444444444,0.9377777777777778,0.7244444444444444,0.7133333333333334,1.0
900.064,1.0,0.9755555555555555,0.9511111111111111,0.7244444444444444,0.7288888888888889,1.0
