,NSGA-II,NSPSO,MOEA/D-DE,MHACO,IHS,NS-BRKGA
0.22898,46.1764705882353,40.88235294117647,41.17647058823529,41.17647058823529,36.17647058823529,41.76470588235294
0.398805,52.94117647058824,42.64705882352941,42.94117647058823,42.64705882352941,38.23529411764706,46.76470588235294
0.554396,57.35294117647059,44.11764705882353,46.470588235294116,44.70588235294118,38.82352941176471,52.64705882352941
0.837828,64.70588235294117,49.411764705882355,50.0,47.94117647058824,39.705882352941174,57.05882352941176
1.23541,71.17647058823529,53.529411764705884,55.58823529411765,52.64705882352941,41.76470588235294,64.70588235294117
1.74137,75.29411764705883,58.235294117647065,58.235294117647065,56.470588235294116,43.8235294117647,71.76470588235294
2.33821,80.0,61.1764705882353,58.529411764705884,57.647058823529406,45.0,74.41176470588235
3.20783,83.82352941176471,61.76470588235294,59.411764705882355,58.82352941176471,45.588235294117645,78.23529411764706
4.34164,85.58823529411764,61.76470588235294,61.1764705882353,59.411764705882355,46.470588235294116,83.52941176470588
5.8587,89.70588235294117,64.41176470588236,62.35294117647059,60.0,47.35294117647059,87.3529411764706
7.89244,90.88235294117646,67.94117647058823,65.0,60.29411764705882,47.94117647058824,91.76470588235294
10.5867,92.94117647058823,70.29411764705881,65.88235294117646,60.588235294117645,49.411764705882355,92.94117647058823
14.0955,93.82352941176471,72.94117647058823,67.64705882352942,61.1764705882353,50.294117647058826,94.70588235294117
18.8516,94.41176470588235,75.29411764705883,72.6470588235294,62.35294117647059,51.470588235294116,96.17647058823529
25.1951,96.17647058823529,77.64705882352942,74.41176470588235,62.94117647058823,53.8235294117647,97.05882352941177
33.6155,97.6470588235294,79.70588235294119,76.47058823529412,63.8235294117647,57.05882352941176,97.35294117647058
44.7423,98.82352941176471,82.6470588235294,78.52941176470588,64.70588235294117,58.82352941176471,97.94117647058823
59.4671,100.0,84.11764705882354,78.82352941176471,67.05882352941175,60.588235294117645,97.94117647058823
79.1663,100.0,87.05882352941177,79.70588235294119,67.64705882352942,64.11764705882354,97.94117647058823
105.273,100.0,88.8235294117647,81.17647058823529,68.23529411764706,65.29411764705883,97.94117647058823
140.11,100.0,89.41176470588236,81.76470588235294,69.41176470588235,66.47058823529412,98.23529411764706
186.18,100.0,89.41176470588236,83.82352941176471,69.41176470588235,68.23529411764706,98.52941176470588
247.313,100.0,92.05882352941175,86.47058823529412,70.0,68.82352941176471,99.11764705882354
328.476,100.0,92.94117647058823,88.8235294117647,70.88235294117648,69.70588235294117,99.11764705882354
436.248,100.0,93.82352941176471,89.70588235294117,71.17647058823529,70.58823529411765,99.11764705882354
579.299,100.0,93.82352941176471,89.70588235294117,71.76470588235294,71.47058823529412,99.11764705882354
769.245,100.0,95.29411764705881,90.58823529411765,71.76470588235294,72.94117647058823,99.11764705882354
1021.37,100.0,96.17647058823529,92.3529411764706,71.76470588235294,73.82352941176471,99.70588235294117
1356.11,100.0,96.76470588235294,95.58823529411765,71.76470588235294,76.17647058823529,100.0
1800.09,100.0,97.6470588235294,97.35294117647058,72.05882352941177,76.47058823529412,100.0
