,NSGA-II,NSPSO,MOEA/D-DE,MHACO,IHS,NS-BRKGA
0.884761,68.0,54.888888888888886,58.44444444444444,61.55555555555555,49.111111111111114,65.77777777777779
1.16274,70.88888888888889,56.00000000000001,59.333333333333336,62.44444444444445,49.333333333333336,69.33333333333334
1.6218,75.1111111111111,56.666666666666664,60.22222222222222,64.44444444444444,51.55555555555556,74.66666666666667
2.08725,78.44444444444446,58.44444444444444,61.55555555555555,65.77777777777779,52.666666666666664,76.44444444444444
2.70087,78.88888888888889,59.55555555555555,62.44444444444445,66.22222222222223,53.55555555555556,78.66666666666666
3.44994,79.77777777777779,60.88888888888889,63.55555555555556,67.33333333333333,54.666666666666664,80.22222222222221
4.37709,80.44444444444444,61.77777777777778,63.77777777777778,68.88888888888889,55.333333333333336,81.33333333333333
5.62107,80.66666666666666,62.88888888888889,66.22222222222223,70.0,56.44444444444444,82.88888888888889
7.10899,81.77777777777779,64.0,67.55555555555556,72.44444444444444,57.55555555555556,85.33333333333334
9.07048,83.33333333333334,64.44444444444444,69.11111111111111,74.0,58.666666666666664,86.8888888888889
11.5197,85.55555555555556,64.44444444444444,70.44444444444444,74.8888888888889,59.77777777777777,87.1111111111111
14.5095,86.44444444444444,64.44444444444444,72.22222222222221,75.55555555555556,61.111111111111114,87.33333333333333
18.3837,88.22222222222223,65.55555555555556,76.22222222222223,76.44444444444444,62.0,87.33333333333333
23.1279,91.33333333333333,66.22222222222223,78.22222222222223,77.11111111111111,63.55555555555556,87.33333333333333
29.1436,92.88888888888889,67.11111111111111,80.44444444444444,77.77777777777779,64.0,87.33333333333333
36.6681,94.66666666666667,68.0,81.55555555555556,78.44444444444446,64.88888888888889,87.33333333333333
46.1838,96.0,69.11111111111111,82.88888888888889,78.66666666666666,65.77777777777779,87.33333333333333
58.0469,97.55555555555556,71.55555555555554,84.66666666666667,79.11111111111111,67.11111111111111,87.55555555555556
72.9883,97.77777777777777,73.55555555555556,85.11111111111111,79.11111111111111,68.0,87.77777777777777
91.7347,98.22222222222223,75.1111111111111,86.66666666666667,79.33333333333333,68.44444444444444,88.44444444444444
115.296,98.44444444444444,76.88888888888889,87.77777777777777,79.33333333333333,70.22222222222221,88.44444444444444
144.992,98.66666666666667,78.44444444444446,88.44444444444444,79.55555555555556,71.33333333333334,88.88888888888889
182.245,99.33333333333333,80.0,90.44444444444444,79.77777777777779,72.88888888888889,89.55555555555556
228.998,99.55555555555556,81.11111111111111,90.88888888888889,79.77777777777779,74.22222222222223,89.77777777777777
287.742,99.55555555555556,82.0,91.55555555555556,79.77777777777779,74.22222222222223,91.11111111111111
361.571,99.55555555555556,82.88888888888889,92.88888888888889,79.77777777777779,75.1111111111111,93.11111111111111
454.351,99.77777777777777,83.33333333333334,92.88888888888889,79.77777777777779,76.44444444444444,93.11111111111111
570.763,99.77777777777777,83.55555555555556,93.77777777777779,79.77777777777779,77.11111111111111,93.33333333333333
716.854,100.0,85.55555555555556,94.44444444444444,80.0,77.33333333333333,94.66666666666667
900.024,100.0,87.1111111111111,96.0,80.0,79.33333333333333,94.66666666666667
